id,titlu,categorie,status,functionalitate_iconta,posibil_duplicat_sens
GH-06839,Cum se împarte plata în numerar legal sub plafonul 2026,casierie,candidat,,nu
GH-06840,Numerarul între firme afiliate 2026: ce este interzis,casierie,candidat,,nu
GH-06841,Restricțiile de cash la tranzacțiile imobiliare 2026,casierie,candidat,,nu
GH-06842,Cum se aplică noul plafon de numerar la plățile de salarii,salarizare,candidat,,nu
GH-06843,Numerar la plata dividendelor 2026: limite,declaratii_speciale,candidat,,nu
GH-06844,Cum plătesc dividende mari fără a încălca plafonul de numerar,declaratii_speciale,candidat,,nu
GH-06845,Plata chiriei cu numerar 2026: se mai poate,casierie,candidat,,nu
GH-06846,Cum încasez de la clienți mari fără a depăși plafonul 2026,altele,candidat,,nu
GH-06847,Numerar de la asociați 2026: restricții noi,casierie,candidat,,nu
GH-06848,Împrumuturile în numerar între persoane 2026: plafon,casierie,candidat,,nu
GH-06849,Cum funcționează splitarea plăților pentru evitarea plafonului,altele,candidat,,nu
GH-06850,Riscurile splitării plăților de numerar 2026,casierie,candidat,,nu
GH-06851,Amplitudinea plafonului pe o zi la numerar 2026,casierie,candidat,,nu
GH-06852,Cum se calculează plafonul zilnic de numerar 2026,casierie,candidat,,nu
GH-06853,Numerar pe persoană vs pe tranzacție 2026: cum se interpretează,casierie,candidat,,nu
GH-06854,Cum se aplică plafonul de cash la un termen scurt de facturare 2026,casierie,candidat,,nu
GH-06855,Numerar restricționat la plățile către stat 2026,casierie,candidat,,nu
GH-06856,Cum plătesc taxe la ANAF în numerar 2026: dacă se mai poate,casierie,candidat,,nu
GH-06857,Numerar la achiziții de la persoane fizice 2026: ce e permis,casierie,candidat,,nu
GH-06858,Achiziții cash de la producători agricoli 2026: reguli,casierie,candidat,,nu
GH-06859,Cum se înregistrează numerarul la o cooperativă 2026,casierie,candidat,,nu
GH-06860,Numerar la PAS-ul agricol 2026: obligații,casierie,candidat,,nu
GH-06861,Casieria la PFA după noile reguli 2026,pfa,candidat,,nu
GH-06862,Cum ține registrul de casă un PFA în 2026,pfa,candidat,,nu
GH-06863,II cu vânzări cash: noile obligații 2026,pfa,candidat,,nu
GH-06864,Casierie la întreprinderea familială 2026: se aplică,pfa,candidat,,nu
GH-06865,Numerar la o SA 2026: restricții specifice,casierie,candidat,,nu
GH-06866,Casierie la micro cu numerar 2026,casierie,candidat,,nu
GH-06867,Firma micro scutită de TVA cu numerar 2026,tva,candidat,,nu
GH-06868,Cum monitorez plafonul de numerar prin program,casierie,candidat,,nu
GH-06869,Alerte pentru depășirea plafonului de numerar 2026,casierie,candidat,,nu
GH-06870,Software pentru gestiunea numerarului 2026,stocuri,candidat,,nu
GH-06871,Cum configurez casa de marcat pentru noile reguli 2026,altele,candidat,,nu
GH-06872,Jurnalul de evenimente al casei de marcat 2026,altele,candidat,,nu
GH-06873,Cum tratez datele din jurnalul electronic al casei 2026,altele,candidat,,nu
GH-06874,Raportul Z corelat cu plafonul de numerar 2026,casierie,candidat,,nu
GH-06875,Cum împac casa de marcat cu numerarul încasat 2026,casierie,candidat,,nu
GH-06876,Diferențe la casa de marcat și plafonul de numerar 2026,casierie,candidat,,nu
GH-06877,Cum se închide tura la casierie 2026,casierie,candidat,,nu
GH-06878,Predarea numerarului între ture 2026: documente,casierie,candidat,,nu
GH-06879,Cum se documentează schimbul de ture la casierie 2026,casierie,candidat,,nu
GH-06880,Casieria la punctele mobile 2026: obligații,casierie,candidat,,nu
GH-06881,Collectarea numerarului de la puncte de lucru 2026,casierie,candidat,,nu
GH-06882,Companii de cash-in-transit 2026: TVA și deductibilitate,tva,candidat,,nu
GH-06883,Cum se predă numerarul la firma de transport valori 2026,casierie,candidat,,nu
GH-06884,Asigurarea numerarului 2026: tratament fiscal,casierie,candidat,,nu
GH-06885,Costul asigurării casieriei 2026: deductibilitate,casierie,candidat,,nu
GH-06886,Banca 2026: obligația de raportare a tranzacțiilor suspecte,altele,candidat,,nu
GH-06887,Cum raportează banca tranzacțiile mari 2026,altele,candidat,,nu
GH-06888,Tranzacții cu numerar raportate automat 2026,casierie,candidat,,nu
GH-06889,Pragul de raportare a tranzacțiilor bancare 2026,altele,candidat,,nu
GH-06890,Cum se tratează tranzacțiile peste prag la firme 2026,altele,candidat,,nu
GH-06891,Numerar peste prag: ce verifică banca,casierie,candidat,,nu
GH-06892,Cum justific o tranzacție mare la bancă 2026,altele,candidat,,nu
GH-06893,Blocarea contului pentru activitate suspectă 2026,altele,candidat,,nu
GH-06894,Cum deblochez contul blocat pentru suspiciune 2026,altele,candidat,,nu
GH-06895,SPV-ul bancar vs SPV-ul ANAF: diferențe 2026,spv,candidat,,nu
GH-06896,KYC bancar actualizat 2026: ce documente cere banca,altele,candidat,,nu
GH-06897,Beneficiarul real la deschiderea contului 2026,altele,candidat,,nu
GH-06898,Cum declar beneficiarul real la bancă 2026,altele,candidat,,nu
GH-06899,Actualizarea datelor firmei la bancă 2026,altele,candidat,,nu
GH-06900,Cum se schimbă semnăturile la contul bancar 2026,casierie,candidat,,nu
GH-06901,Împuterniciți pe cont: cum se adaugă 2026,altele,candidat,,nu
GH-06902,Limitarea accesului la cont pentru angajați 2026,altele,candidat,,nu
GH-06903,Cum se configurează plățile în doi pași 2026,altele,candidat,,nu
GH-06904,Autorizarea plăților mari în bancă 2026,altele,candidat,,nu
GH-06905,Cum se transferă bani între firme proprii 2026,altele,candidat,,nu
GH-06906,Cont de trezorerie vs cont comercial 2026: când e obligatoriu,altele,candidat,,nu
GH-06907,Cont unic de trezorerie: obligații 2026,altele,candidat,,nu
GH-06908,Cum se fac plăți către buget din contul de trezorerie 2026,altele,candidat,,nu
GH-06909,Blocaj tehnic banking 2026: cum procedez urgent,altele,candidat,,nu
GH-06910,Fallback la plăți când internet banking cade 2026,altele,candidat,,nu
GH-06911,Cum se programează plăți automate către furnizori 2026,altele,candidat,,nu
GH-06912,Direct debit pentru utilități 2026: tratament contabil,altele,candidat,,nu
GH-06913,Debitarea automată greșită 2026: recuperare sume,greseli,candidat,,nu
GH-06914,Cum contest o tranzacție neautorizată la bancă 2026,altele,candidat,,nu
GH-06915,Termenul de reclamare la bancă a unei fraude 2026,control_fiscal,candidat,,nu
GH-06916,Chargeback la plățile cu card 2026: cum funcționează,altele,candidat,,nu
GH-06917,Reversarea unei plăți prin card 2026: contabilitate,altele,candidat,,nu
GH-06918,Cum se înregistrează un chargeback la firmă 2026,altele,candidat,,nu
GH-06919,Fraudă prin inginerie socială 2026: cum mă feresc,altele,candidat,,nu
GH-06920,Verificarea IBAN-ului înainte de plată 2026,altele,candidat,,nu
GH-06921,Fraudă cu facturi false de la furnizori 2026,altele,candidat,,nu
GH-06922,Cum validez un furnizor nou înainte de plată 2026,altele,candidat,,nu
GH-06923,Plata către un CUI inactiv 2026: riscuri,altele,candidat,,nu
GH-06924,Conturile firmei în străinătate 2026: declarare,altele,candidat,,nu
GH-06925,Raportarea conturilor externe la ANAF 2026,altele,candidat,,nu
GH-06926,Obligațiile firmei cu cont în alt stat 2026,altele,candidat,,nu
GH-06927,Transferul de numerar între firme pe același grup 2026,casierie,candidat,,nu
GH-06928,Politici interne de numerar 2026: cum le scriu,casierie,candidat,,nu
GH-06929,Procedura internă de autorizare a plăților 2026,altele,candidat,,nu
GH-06930,Segregarea atribuțiilor în casierie 2026,casierie,candidat,,nu
GH-06931,Controlul intern al numerarului: cum îl organizez,casierie,candidat,,nu
GH-06932,Auditul intern al casieriei 2026: procedura,casierie,candidat,,nu
GH-06933,Reconcilierea de casierie 2026: cum se face,casierie,candidat,,nu
GH-06934,Diferențe de inventar la numerar 2026: cauze,casierie,candidat,,nu
GH-06935,Cum se înregistrează un minus de casierie 2026,casierie,candidat,,nu
GH-06936,Plusul de casierie 2026: tratament fiscal,casierie,candidat,,nu
GH-06937,Recuperarea lipsurilor de la casier 2026,altele,candidat,,nu
GH-06938,Limitele răspunderii casierului 2026,altele,candidat,,nu
GH-06939,Asigurarea de fidelitate pentru casieri 2026,casierie,candidat,,nu
GH-06940,Cum se organizează casieria fără casier angajat 2026,casierie,candidat,,nu
GH-06941,Casieria la firma cu un singur angajat 2026,casierie,candidat,,nu
GH-06942,Administrator casier: conflicte de rol 2026,infiintare,candidat,,nu
GH-06943,Cum evit amestecul banilor personali cu ai firmei 2026,altele,candidat,,nu
GH-06944,Contabilitatea banilor personali ai asociatului 2026,infiintare,candidat,,nu
GH-06945,Împrumuturi de la firmă către asociat 2026: limite,infiintare,candidat,,nu
GH-06946,Retrageri cash de către asociat 2026: tratament,casierie,candidat,,nu
GH-06947,Decontarea cash a cheltuielilor personale 2026,casierie,candidat,,nu
GH-06948,Avansuri către salariați 2026: plafoane,salarizare,candidat,,nu
GH-06949,Cum se acordă un avans de trezorerie 2026,altele,candidat,,nu
GH-06950,Justificarea avansurilor de trezorerie 2026: termen,control_fiscal,candidat,,nu
GH-06951,Nejustificarea avansurilor 2026: impozit și contribuții,altele,candidat,,nu
GH-06952,Cash-back comercial 2026: tratament fiscal,casierie,candidat,,nu
GH-06953,Cum se tratează voucherele de masă în casierie 2026,casierie,candidat,,nu
GH-06954,Tichetele de masă și plafonul de numerar 2026,casierie,candidat,,nu
GH-06955,Voucherele de vacanță emise electronic 2026,altele,candidat,,nu
GH-06956,Cum se decontează voucherele primite de firmă 2026,altele,candidat,,nu
GH-06957,Bonurile de valoare: evidență și numerar 2026,casierie,candidat,,nu
GH-06958,Cum se ține evidența tichetelor în casierie 2026,casierie,candidat,,nu
GH-06959,Casieria în valută 2026: curs și înregistrare,casierie,candidat,,nu
GH-06960,Cum se schimbă valută la casierie 2026,casierie,candidat,,nu
GH-06961,Diferențele de curs la casieria în valută 2026,casierie,candidat,,nu
GH-06962,Numerar în valută: plafon special 2026,casierie,candidat,,nu
GH-06963,Cum se depune valută la bancă 2026,casierie,candidat,,nu
GH-06964,Comisioane la schimbul valutar 2026: TVA,tva,candidat,,nu
GH-06965,Încasări prin procesatori de plăți 2026: evidență,altele,candidat,,nu
GH-06966,Comisioanele procesatorilor 2026: deductibilitate,altele,candidat,,nu
GH-06967,Dispute cu procesatorul de plăți 2026: recuperare,altele,candidat,,nu
GH-06968,Cum reconcilez vânzările online cu încasările 2026,altele,candidat,,nu
GH-06969,Retururi și refulări online 2026: impact pe casierie,casierie,candidat,,nu
GH-06970,Curierii și numerarul la ramburs 2026: tratament,casierie,candidat,,nu
GH-06971,Cum se înregistrează ramburs-urile 2026,altele,candidat,,nu
GH-06972,Comisionul curierului pentru ramburs 2026: TVA,tva,candidat,,nu
GH-06973,Cum se face încasarea prin curier din punct de vedere contabil 2026,altele,candidat,,nu
GH-06974,Numerarul la firmele de curierat 2026: obligații,casierie,candidat,,nu
GH-06975,Cash la punctele PoS ale partenerilor 2026,casierie,candidat,,nu
GH-06976,Firmele cu puncte de încasare cash 2026: reguli,casierie,candidat,,nu
GH-06977,Terminalele de plată self-service 2026: înregistrare,altele,candidat,,nu
GH-06978,Încasări prin automate de plată 2026: TVA,tva,candidat,,nu
GH-06979,Numerar la automatul de cafea/parking 2026,casierie,candidat,,nu
GH-06980,Cum se înregistrează încasările din automate 2026,altele,candidat,,nu
GH-06981,Cash la târguri și evenimente 2026: casierie,casierie,candidat,,nu
GH-06982,Vânzări la domiciliu cu numerar 2026: documente,casierie,candidat,,nu
GH-06983,Vânzările la piață 2026: obligații de casierie,casierie,candidat,,nu
GH-06984,Cum se justifică numerarul la vânzările ambulante 2026,casierie,candidat,,nu
GH-06985,Casieria la chioșc și tonetă 2026,casierie,candidat,,nu
GH-06986,Numerar la service auto 2026: evidență,casierie,candidat,,nu
GH-06987,Cum se ține casa la farmacie 2026,altele,candidat,,nu
GH-06988,Numerar la cabinete medicale private 2026,casierie,candidat,,nu
GH-06989,Încasare cash la avocat/notar 2026: obligații,casierie,candidat,,nu
GH-06990,Cum se înregistrează onorariile încasate cash 2026,casierie,candidat,,nu
GH-06991,Numerar la un cabinet de contabilitate 2026,casierie,candidat,,nu
GH-06992,Cum se tratează încasările cash la o firmă de consultanță 2026,casierie,candidat,,nu
GH-06993,Plata în numerar a furnizorilor mici 2026: riscuri,casierie,candidat,,nu
GH-06994,Achiziții de la piețe și târguri 2026: documente,altele,candidat,,nu
GH-06995,Cum se justifică o plată cash fără bon 2026,casierie,candidat,,nu
GH-06996,Bonul de casă intern 2026: când se folosește,altele,candidat,,nu
GH-06997,Dispoziția de încasare/plată 2026: modele,altele,candidat,,nu
GH-06998,Cum se semnează documentele de casierie electronic 2026,casierie,candidat,,nu
GH-06999,Arhivarea electronică a documentelor de casierie 2026,casierie,candidat,,nu
GH-07000,Cum se păstrează registrul de casă 2026: termen,casierie,candidat,,nu
GH-07001,Migrarea registrului de casă în format electronic 2026,altele,candidat,,nu
GH-07002,Cum se exportă registrul de casă pentru control 2026,casierie,candidat,,nu
GH-07003,Raportul de casierie lunar 2026: ce cuprinde,casierie,candidat,,nu
GH-07004,Statistici de numerar pentru management 2026,casierie,candidat,,nu
GH-07005,Cum optimizez fluxul de numerar al firmei 2026,casierie,candidat,,nu
GH-07006,Planificarea încasărilor și plăților 2026,altele,candidat,,nu
GH-07007,Gestionarea crizei de lichiditate 2026,altele,candidat,,nu
GH-07008,Cum negociez termenele de plată cu furnizorii 2026,control_fiscal,candidat,,nu
GH-07009,Factoring ca soluție de numerar 2026: tratament,casierie,candidat,,nu
GH-07010,Scontarea facturilor 2026: costuri și fiscalitate,altele,candidat,,nu
GH-07011,Linii de credit pentru acoperirea decalajului de cash 2026,casierie,candidat,,nu
GH-07012,Overdraft vs linie de credit 2026: ce aleg,altele,candidat,,nu
GH-07013,Costurile bancare ale unei firme mici 2026: optimizare,altele,candidat,,nu
GH-07014,Cum reduc comisioanele bancare 2026,altele,candidat,,nu
GH-07015,Pachetele de cont pentru firme 2026: comparație,altele,candidat,,nu
GH-07016,Cum aleg banca potrivită pentru firma mea 2026,altele,candidat,,nu
GH-07017,Bănci digitale pentru firme 2026: avantaje,altele,candidat,,nu
GH-07018,Cont multivalutar 2026: utilitate,casierie,candidat,,nu
GH-07019,Cum evit dubla conversie valutară 2026,casierie,candidat,,nu
GH-07020,Numerar și banca la firma sezonieră 2026,casierie,candidat,,nu
GH-07021,Cum planific cash-ul pe sezon 2026,casierie,candidat,,nu
GH-07022,Casieria la firma cu vânzări fluctuante 2026,casierie,candidat,,nu
GH-07023,Provizioane pentru riscuri de casierie 2026,casierie,candidat,,nu
GH-07024,Asigurarea împotriva furtului de numerar 2026,casierie,candidat,,nu
GH-07025,Cum se tratează o spargere la casierie 2026,casierie,candidat,,nu
GH-07026,Furt de numerar: recuperare și fiscalitate 2026,casierie,candidat,,nu
GH-07027,Deturnarea de fonduri de către angajat 2026: pași,altele,candidat,,nu
GH-07028,Cum documentez un prejudiciu de casierie 2026,casierie,candidat,,nu
GH-07029,Acțiunea în recuperarea prejudiciului 2026,altele,candidat,,nu
GH-07030,Noutăți legale casierie-bancă 2026: sinteză,casierie,candidat,,nu
GH-07031,Ce se schimbă la numerar în 2026 față de 2025,casierie,candidat,,nu
GH-07032,Ghidul complet al noilor reguli de numerar 2026,casierie,candidat,,nu
GH-07033,Cum mă conformez rapid noilor limite de numerar 2026,casierie,candidat,,nu
GH-07034,Impactul noilor reguli pe IMM-uri 2026,altele,candidat,,nu
GH-07035,Reacția pieței la noile restricții de numerar 2026,casierie,candidat,,nu
GH-07036,Cum interpretează practicienii noile reguli de cash 2026,casierie,candidat,,nu
GH-07037,Erori de înțelegere ale noilor reguli de numerar 2026,casierie,candidat,,nu
GH-07038,Confuzii frecvente despre plafonul de numerar 2026,casierie,candidat,,nu
GH-07039,Interpretări diferite ale legii numerarului 2026,casierie,candidat,,nu
GH-07040,Clarificări oficiale privind numerarul 2026,casierie,candidat,,nu
GH-07041,Puncte de vedere ANAF despre numerar 2026,casierie,candidat,,nu
GH-07042,Cum se aplică legea numerarului la PFA 2026,pfa,candidat,,nu
GH-07043,Noile reguli la încasările online 2026,altele,candidat,,nu
GH-07044,Numerarul în economie după 2026: tendințe,casierie,candidat,,nu
GH-07045,Digitalizarea plăților și impactul pe casierie 2026,casierie,candidat,,nu
GH-07046,Rolul casieriei într-o firmă digitală 2026,casierie,candidat,,nu
GH-07047,Cum migrez complet la plăți digitale 2026,altele,candidat,,nu
GH-07048,Reducerea dependenței de numerar 2026: strategie,casierie,candidat,,nu
GH-07049,Cum conving clienții să plătească digital 2026,altele,candidat,,nu
GH-07050,Costurile ascunse ale numerarului 2026,casierie,candidat,,nu
GH-07051,Beneficii fiscale ale plăților digitale 2026,altele,candidat,,nu
GH-07052,Cum pregătesc firma pentru un viitor fără numerar 2026,casierie,candidat,,nu
GH-07053,Checklist de conformare casierie-bancă 2026,casierie,candidat,,nu
GH-07054,Checklist lunar pentru reconcilierea bancară 2026,altele,candidat,,nu
GH-07055,Checklist pentru controalele de numerar 2026,casierie,candidat,,nu
GH-07056,Cele mai frecvente greșeli la casierie în 2026,casierie,candidat,,nu
GH-07057,Top riscuri bancare pentru firmele mici 2026,altele,candidat,,nu
GH-07058,Cum evit penalitățile la plățile bancare 2026,altele,candidat,,nu
GH-07059,Ghid practic pentru casieri 2026,casierie,candidat,,nu
GH-07060,Cum instruit un casier nou 2026,altele,candidat,,nu
GH-07061,Manual intern de proceduri de casierie 2026,casierie,candidat,,nu
GH-07062,Cum se contabilizează taxa de serviciu inclusă automat pe nota de plată a unui restaurant?,industrii,candidat,,nu
GH-07063,Cum se înregistrează în contabilitate mesele oferite gratuit personalului unui hotel?,industrii,candidat,,nu
GH-07064,Cum se contabilizează diferențele dintre consumul teoretic și consumul real într-o bucătărie?,greseli,candidat,,nu
GH-07065,Cum se corectează gestiunea unui restaurant când rețetarul a fost introdus greșit?,stocuri,candidat,,nu
GH-07066,Cum se înregistrează transferul de alimente între două puncte de lucru ale aceluiași restaurant?,industrii,candidat,,nu
GH-07067,Cum se contabilizează marfa transferată între restaurant și terasa sezonieră?,industrii,candidat,,nu
GH-07068,Cum se tratează fiscal produsele alimentare retrase din cauza temperaturii necorespunzătoare?,altele,candidat,,nu
GH-07069,Cum se justifică în contabilitate pierderile din prepararea alimentelor?,altele,candidat,,nu
GH-07070,Cum se contabilizează ingredientele înlocuite într-o rețetă fără modificarea prețului de vânzare?,altele,candidat,,nu
GH-07071,Cum se corectează descărcarea de gestiune făcută greșit într-un restaurant?,stocuri,candidat,,nu
GH-07072,Cum se contabilizează diferența dintre gramajul din rețetar și cantitatea efectiv consumată?,greseli,candidat,,nu
GH-07073,Cum se înregistrează băuturile oferite din partea casei într-un restaurant?,industrii,candidat,,nu
GH-07074,Cum se contabilizează produsele consumate pentru degustări într-un restaurant?,industrii,candidat,,nu
GH-07075,Cum se înregistrează mesele oferite gratuit influencerilor de către un restaurant?,industrii,candidat,,nu
GH-07076,Cum se contabilizează un voucher de restaurant vândut și folosit într-o lună ulterioară?,industrii,candidat,,nu
GH-07077,Cum se tratează contabil un voucher de restaurant expirat și neutilizat?,industrii,candidat,,nu
GH-07078,Cum se contabilizează avansul pentru organizarea unei nunți la restaurant?,industrii,candidat,,nu
GH-07079,Cum se facturează diferența finală pentru un eveniment după avansurile deja încasate?,greseli,candidat,,nu
GH-07080,Cum se contabilizează garanția încasată pentru rezervarea unui eveniment la restaurant?,industrii,candidat,,nu
GH-07081,Cum se tratează fiscal garanția reținută după anularea unui eveniment?,altele,candidat,,nu
GH-07082,Cum se înregistrează în contabilitate taxa de dop percepută de un restaurant?,industrii,candidat,,nu
GH-07083,Cum se contabilizează serviciile de livrare prestate direct de restaurant?,industrii,candidat,,nu
GH-07084,Cum se separă în contabilitate vânzările din restaurant de cele pentru livrare?,industrii,candidat,,nu
GH-07085,Cum se corectează o încasare trecută cash în loc de card la restaurant?,casierie,candidat,,nu
GH-07086,Cum se contabilizează diferențele dintre raportul casei de marcat și terminalul POS?,greseli,candidat,,nu
GH-07087,Cum se înregistrează sumele încasate prin mai multe terminale POS într-un hotel?,industrii,candidat,,nu
GH-07088,Cum se contabilizează tips-ul plătit cu cardul separat de nota de consum?,altele,candidat,,nu
GH-07089,Cum se tratează contabil bacșișul rămas nedistribuit la sfârșitul lunii?,altele,candidat,,nu
GH-07090,Cum se înregistrează o consumație anulată după emiterea bonului fiscal?,altele,candidat,,nu
GH-07091,Cum se corectează un bon fiscal emis cu o cotă TVA greșită la restaurant?,tva,candidat,,nu
GH-07092,Cum se contabilizează minibarul din camerele unui hotel?,industrii,candidat,,nu
GH-07093,Cum se face descărcarea de gestiune pentru minibarul unui hotel?,stocuri,candidat,,nu
GH-07094,Cum se contabilizează produsele de protocol oferite gratuit în camera de hotel?,profit,candidat,,nu
GH-07095,Cum se înregistrează serviciile spa vândute împreună cu cazarea?,altele,candidat,,nu
GH-07096,Cum se contabilizează late check-out-ul facturat separat de cazare?,altele,candidat,,nu
GH-07097,Cum se contabilizează no-show-ul taxat de un hotel?,industrii,candidat,,nu
GH-07098,Cum se tratează contabil diferențele dintre rezervările din PMS și facturile emise?,greseli,candidat,,nu
GH-07099,Cum se corectează o rezervare facturată de două ori într-un hotel?,industrii,candidat,,nu
GH-07100,Cum se contabilizează depozitul de garanție încasat de la clientul hotelului?,industrii,candidat,,nu
GH-07101,Cum se înregistrează pagubele recuperate de hotel de la un client?,industrii,candidat,,nu
GH-07102,Cum se contabilizează lenjeria și vesela cumpărate pentru un hotel?,industrii,candidat,,nu
GH-07103,Cum se tratează inventarul obiectelor din camerele unui hotel?,industrii,candidat,,nu
GH-07104,Cum se contabilizează micul dejun inclus în preț când este prestat de altă firmă?,altele,candidat,,nu
GH-07105,Cum se contabilizează serviciile turistice revândute de un hotel?,industrii,candidat,,nu
GH-07106,Cum se înregistrează diferențele dintre decontul platformei de rezervări și suma intrată în bancă?,greseli,candidat,,nu
GH-07107,"Cum se contabilizează discountul suportat de platforma de rezervări, nu de hotel?",industrii,candidat,,nu
GH-07108,Cum se tratează contabil o rezervare achitată cu luni înainte de cazare?,altele,candidat,,nu
GH-07109,Cum se contabilizează serviciile hoteliere prestate la trecerea dintre două exerciții financiare?,industrii,candidat,,nu
GH-07110,Cum se înregistrează consumabilele hoteliere distribuite zilnic în camere?,industrii,candidat,,nu
GH-07111,Cum se contabilizează pierderile de inventar produse de clienții unui hotel?,industrii,candidat,,nu
GH-07112,Cum se contabilizează materialele returnate de pe șantier în depozitul central?,altele,candidat,,nu
GH-07113,Cum se corectează consumul de materiale înregistrat pe șantierul greșit?,greseli,candidat,,nu
GH-07114,Cum se contabilizează materialele cumpărate de beneficiar și montate de constructor?,industrii,candidat,,nu
GH-07115,Cum se contabilizează materialele cumpărate de constructor și refacturate beneficiarului?,spv,candidat,,nu
GH-07116,"Cum se înregistrează în contabilitate lucrările executate, dar încă nefacturate?",spv,candidat,,nu
GH-07117,Cum se contabilizează o situație de lucrări acceptată parțial de beneficiar?,altele,candidat,,nu
GH-07118,Cum se corectează o situație de lucrări facturată la o valoare greșită?,greseli,candidat,,nu
GH-07119,Cum se contabilizează diferențele dintre deviz și costurile reale ale unei lucrări?,greseli,candidat,,nu
GH-07120,Cum se repartizează cheltuielile indirecte între mai multe șantiere?,altele,candidat,,nu
GH-07121,Cum se repartizează costul utilajelor folosite simultan pe mai multe șantiere?,altele,candidat,,nu
GH-07122,Cum se contabilizează chiria unui utilaj folosit pentru o singură lucrare?,altele,candidat,,nu
GH-07123,Cum se contabilizează utilajele închiriate cu operator?,altele,candidat,,nu
GH-07124,Cum se înregistrează consumul de materiale peste cantitățile prevăzute în deviz?,altele,candidat,,nu
GH-07125,Cum se justifică fiscal pierderile tehnologice de materiale pe șantier?,altele,candidat,,nu
GH-07126,Cum se contabilizează materialele recuperate din demolări?,altele,candidat,,nu
GH-07127,Cum se înregistrează materialele rezultate din dezmembrarea unei construcții?,industrii,candidat,,nu
GH-07128,Cum se contabilizează lucrările de remediere executate pe cheltuiala constructorului?,industrii,candidat,,nu
GH-07129,Cum se contabilizează costurile apărute în perioada de garanție a unei construcții?,industrii,candidat,,nu
GH-07130,Cum se constituie și se contabilizează un provizion pentru garanții acordate clienților?,altele,candidat,,nu
GH-07131,Cum se contabilizează despăgubirea primită pentru daune produse pe șantier?,altele,candidat,,nu
GH-07132,Cum se înregistrează despăgubirea plătită beneficiarului pentru defecte de execuție?,altele,candidat,,nu
GH-07133,Cum se contabilizează penalitățile reținute direct din factura constructorului?,industrii,candidat,,nu
GH-07134,Cum se înregistrează o factură de subcontractare primită după închiderea proiectului?,altele,candidat,,nu
GH-07135,Cum se contabilizează un subcontractor care facturează avans înainte de începerea lucrării?,altele,candidat,,nu
GH-07136,Cum se verifică dacă o cheltuială aparține șantierului corect?,altele,candidat,,nu
GH-07137,Cum se contabilizează costurile unui șantier abandonat?,altele,candidat,,nu
GH-07138,Cum se tratează fiscal proiectarea unei construcții care nu mai este realizată?,industrii,candidat,,nu
GH-07139,Cum se contabilizează autorizațiile și avizele aferente unui proiect de construcții?,industrii,candidat,,nu
GH-07140,Cum se contabilizează costurile cu organizarea de șantier?,altele,candidat,,nu
GH-07141,Organizarea de șantier se amortizează sau se include în costul lucrării?,mijloace_fixe,candidat,,nu
GH-07142,Cum se contabilizează containerele și barăcile folosite pe șantier?,altele,candidat,,nu
GH-07143,Cum se înregistrează energia electrică temporară consumată pe șantier?,altele,candidat,,nu
GH-07144,Cum se contabilizează serviciile de pază aferente unui șantier?,altele,candidat,,nu
GH-07145,Cum se înregistrează testele și verificările tehnice înainte de recepția lucrării?,altele,candidat,,nu
GH-07146,Cum se contabilizează recepția parțială a unei construcții?,industrii,candidat,,nu
GH-07147,Cum se contabilizează o lucrare recepționată într-un an și facturată în anul următor?,altele,candidat,,nu
GH-07148,Cum se tratează contabil o factură de lucrări contestată de beneficiar?,control_fiscal,candidat,,nu
GH-07149,Cum se contabilizează lucrările executate pentru un beneficiar din alt stat UE?,altele,candidat,,nu
GH-07150,Cum se stabilește tratamentul TVA pentru lucrări efectuate asupra unui imobil din alt stat UE?,tva,candidat,,nu
GH-07151,Cum se contabilizează serviciile unui arhitect străin pentru un proiect din România?,altele,candidat,,nu
GH-07152,Cum se contabilizează închirierea de utilaje din alt stat UE pentru un șantier din România?,altele,candidat,,nu
GH-07153,Cum se tratează contabil costurile unui proiect imobiliar înainte de obținerea autorizației?,altele,candidat,,nu
GH-07154,"Cum se contabilizează apartamentele finalizate, dar nevândute de un dezvoltator?",altele,candidat,,nu
GH-07155,Cum se contabilizează locurile de parcare construite pentru vânzare?,altele,candidat,,nu
GH-07156,Cum se repartizează costurile infrastructurii comune într-un ansamblu rezidențial?,altele,candidat,,nu
GH-07157,Cum se contabilizează apartamentul dat la schimb pentru terenul unui proiect imobiliar?,altele,candidat,,nu
GH-07158,Cum se tratează contabil rezervările pentru apartamente înainte de antecontract?,altele,candidat,,nu
GH-07159,Cum se contabilizează rezilierea unui antecontract pentru un apartament?,altele,candidat,,nu
GH-07160,Cum se înregistrează modificările solicitate de client înainte de predarea apartamentului?,altele,candidat,,nu
GH-07161,Cum se contabilizează costurile de remediere după predarea unui apartament nou?,altele,candidat,,nu
GH-07162,Cum se contabilizează veniturile unei firme IT din proiecte cu preț fix?,industrii,candidat,,nu
GH-07163,Cum se recunoaște venitul unui proiect software care durează mai multe luni?,altele,candidat,,nu
GH-07164,Cum se contabilizează un proiect software facturat pe etape?,altele,candidat,,nu
GH-07165,Cum se înregistrează orele programatorilor pe proiecte diferite?,altele,candidat,,nu
GH-07166,Cum se repartizează salariile dezvoltatorilor între mentenanță și dezvoltare software?,salarizare,candidat,,nu
GH-07167,Cum se contabilizează costurile unui produs software abandonat înainte de lansare?,altele,candidat,,nu
